date,category,menu,quantity,total price,payment,mode
2024-11-01,Shake,Smoothie (M),4,320,Cash,Physical
2024-11-01,Shake,Smoothie (L),1,100,Cash,Physical
2024-11-01,Shake,Mango Graham Shake (L),5,525,Cash,Physical
2024-11-01,Shake,Mango Shake (S),1,50,Cash,Physical
2024-11-01,Sandwich,Cheeseburger,1,27,Cash,Physical
2024-11-01,Shake,Smoothie (L),1,100,Cash,Physical
2024-11-01,Shake,Avocado Shake (M),1,70,Cash,Physical
2024-11-01,Sandwich,Cheeseburger,1,27,Cash,Physical
2024-11-01,Sandwich,Cheeseburger,5,135,Gcash,Physical
2024-11-01,Shake,Mango Shake (L),1,90,Gcash,Physical
2024-11-01,Sandwich,Burger,5,100,Cash,Physical
2024-11-01,Sandwich,Ham Sandwich With Egg,1,40,Cash,Physical
2024-11-01,Shake,Mango Shake (L),3,270,Cash,Physical
2024-11-01,Shake,Avocado Shake (M),1,70,Cash,Physical
2024-11-01,Shake,Mango Graham Shake (M),5,425,Cash,Physical
2024-11-01,Shake,Avocado Shake (S),1,50,Cash,Physical
2024-11-01,Shake,Avocado Shake (S),1,50,Cash,Physical
2024-11-01,Sandwich,Cheeseburger With Egg,1,42,Cash,Physical
2024-11-01,Shake,Smoothie (S),1,60,Cash,Physical
2024-11-01,Shake,Smoothie (L),1,100,Gcash,Delivered
2024-11-01,Sandwich,Ham Sandwich With Egg And Cheese,1,45,Cash,Physical
2024-11-02,Shake,Mango Graham Shake (S),1,65,Cash,Delivered
2024-11-02,Shake,Avocado Shake (L),1,90,Cash,Physical
2024-11-02,Sandwich,Egg Sandwich,4,100,Cash,Physical
2024-11-02,Sandwich,Ham Sandwich With Cheese,2,64,Cash,Physical
2024-11-02,Shake,Mango Shake (L),1,90,Cash,Physical
2024-11-02,Shake,Special Mango Shake With Boba (L),1,110,Gcash,Physical
2024-11-02,Sandwich,Burger + Coleslaw,1,25,Cash,Physical
2024-11-02,Sandwich,Burger,1,20,Cash,Physical
2024-11-02,Sandwich,Cheeseburger With Egg + Coleslaw,1,47,Cash,Physical
2024-11-02,Shake,Smoothie (S),1,60,Cash,Physical
2024-11-02,Sandwich,Ham Sandwich With Egg And Cheese,1,45,Cash,Physical
2024-11-02,Shake,Mango Graham Shake (L),1,105,Gcash,Physical
2024-11-02,Sandwich,Burger + Coleslaw,1,25,Cash,Physical
2024-11-02,Others,Strawberry And Cream Cheese (L),1,105,Cash,Physical
2024-11-02,Others,Strawberry And Cream Cheese (M),5,425,Cash,Physical
2024-11-02,Sandwich,Burger With Ham,1,35,Cash,Physical
2024-11-02,Shake,Special Mango Shake With Boba (M),1,90,Cash,Physical
2024-11-02,Sandwich,Ham Sandwich With Cheese,1,32,Gcash,Physical
2024-11-02,Sandwich,Cheeseburger With Egg,2,84,Cash,Physical
2024-11-02,Shake,Mango Shake (L),2,180,Cash,Physical
2024-11-02,Sandwich,Cheeseburger With Egg,1,42,Cash,Physical
2024-11-02,Sandwich,Ham Sandwich With Cheese,2,64,Cash,Physical
2024-11-02,Sandwich,Ham Sandwich With Egg,2,80,Cash,Physical
2024-11-02,Sandwich,Ham Sandwich With Egg And Cheese + Coleslaw,1,50,Cash,Physical
2024-11-02,Shake,Mango Shake (L),1,90,Cash,Physical
2024-11-02,Sandwich,Burger With Ham,1,35,Cash,Physical
2024-11-02,Others,All In,1,53,Cash,Physical
2024-11-02,Shake,Mango Graham Shake (S),1,65,Cash,Physical
2024-11-02,Sandwich,Ham Sandwich,4,108,Cash,Physical
2024-11-02,Shake,Avocado Shake (M),5,350,Cash,Physical
2024-11-02,Sandwich,Burger With Ham + Coleslaw,1,40,Cash,Physical
2024-11-02,Others,French Fries,4,100,Cash,Physical
2024-11-02,Shake,Avocado Shake (L),4,360,Cash,Physical
2024-11-02,Sandwich,Egg Sandwich With Cheese,2,64,Cash,Physical
2024-11-02,Sandwich,Ham Sandwich With Egg And Cheese,1,45,Cash,Physical
2024-11-02,Sandwich,Ham Sandwich With Egg,1,40,Cash,Physical
2024-11-02,Shake,Special Mango Shake With Boba (M),1,90,Gcash,Physical
2024-11-02,Shake,Smoothie (M),1,80,Cash,Physical
2024-11-02,Sandwich,Cheeseburger With Ham,1,40,Cash,Physical
2024-11-02,Shake,Avocado Shake (M),4,280,Gcash,Physical
2024-11-02,Shake,Special Mango Shake With Boba (S),1,70,Cash,Physical
2024-11-02,Shake,Smoothie (S),1,60,Cash,Physical
2024-11-02,Sandwich,Egg Sandwich With Cheese,1,32,Gcash,Physical
2024-11-02,Shake,Special Mango Shake With Boba (S),1,70,Cash,Physical
2024-11-02,Shake,Mango Graham Shake (S),2,130,Cash,Physical
2024-11-02,Sandwich,Cheeseburger + Coleslaw,3,96,Cash,Physical
2024-11-02,Shake,Mango Shake (S),1,50,Cash,Physical
2024-11-02,Shake,Smoothie (L),5,500,Cash,Physical
2024-11-02,Sandwich,Egg Sandwich With Cheese,1,32,Cash,Physical
2024-11-02,Sandwich,Burger With Ham,1,35,Cash,Physical
2024-11-02,Shake,Avocado Shake (S),4,200,Cash,Physical
2024-11-02,Sandwich,Ham Sandwich With Egg And Cheese,1,45,Gcash,Physical
2024-11-02,Sandwich,Ham Sandwich With Cheese,1,32,Cash,Physical
2024-11-02,Shake,Mango Graham Shake (L),1,105,Cash,Physical
2024-11-02,Sandwich,Burger With Ham,1,35,Cash,Physical
2024-11-02,Shake,Avocado Shake (S),1,50,Gcash,Delivered
2024-11-02,Sandwich,Ham Sandwich With Egg,1,40,Cash,Physical
2024-11-02,Sandwich,Cheeseburger With Ham,2,80,Cash,Physical
2024-11-02,Shake,Mango Graham Shake (M),1,85,Cash,Physical
2024-11-02,Sandwich,Ham Sandwich,1,27,Cash,Physical
2024-11-02,Others,French Fries,2,50,Cash,Physical
2024-11-02,Shake,Mango Graham Shake (S),3,195,Cash,Physical
2024-11-02,Others,Siomai,1,10,Cash,Physical
2024-11-02,Shake,Avocado Shake (L),1,90,Gcash,Physical
2024-11-02,Sandwich,Cheeseburger + Coleslaw,1,32,Cash,Physical
2024-11-02,Shake,Special Mango Shake With Boba (S),3,210,Cash,Delivered
2024-11-03,Shake,Mango Shake (L),1,90,Cash,Physical
2024-11-03,Shake,Smoothie (S),4,240,Cash,Physical
2024-11-03,Sandwich,Egg Sandwich,1,25,Cash,Physical
2024-11-03,Others,Strawberry And Cream Cheese (S),1,65,Cash,Physical
2024-11-03,Shake,Mango Graham Shake (S),1,65,Cash,Physical
2024-11-03,Sandwich,Cheeseburger With Egg,1,42,Gcash,Physical
2024-11-03,Shake,Avocado Shake (L),1,90,Cash,Physical
2024-11-03,Sandwich,Cheeseburger With Egg,2,84,Cash,Physical
2024-11-03,Shake,Special Mango Shake With Boba (S),1,70,Gcash,Physical
2024-11-03,Sandwich,Ham Sandwich With Egg + Coleslaw,1,45,Cash,Physical
2024-11-03,Sandwich,Ham Sandwich,1,27,Cash,Physical
2024-11-03,Others,Cheese Stick,5,10,Cash,Physical
2024-11-03,Shake,Avocado Shake (L),1,90,Gcash,Physical
2024-11-03,Shake,Mango Shake (M),1,70,Cash,Physical
2024-11-03,Shake,Smoothie (S),1,60,Cash,Physical
2024-11-03,Sandwich,Cheeseburger With Ham,1,40,Cash,Physical
2024-11-03,Shake,Mango Shake (L),1,90,Cash,Physical
2024-11-03,Sandwich,Ham Sandwich + Coleslaw,1,32,Gcash,Physical
2024-11-03,Sandwich,Ham Sandwich,2,54,Cash,Physical
2024-11-03,Shake,Avocado Shake (M),1,70,Cash,Physical
2024-11-03,Sandwich,Burger + Coleslaw,4,100,Cash,Physical
2024-11-03,Shake,Avocado Shake (S),1,50,Gcash,Physical
2024-11-03,Sandwich,Egg Sandwich With Cheese,1,32,Cash,Physical
2024-11-03,Sandwich,Egg Sandwich + Coleslaw,1,30,Cash,Physical
2024-11-03,Sandwich,Burger + Coleslaw,1,25,Cash,Physical
2024-11-03,Sandwich,Egg Sandwich With Cheese + Coleslaw,1,37,Cash,Physical
2024-11-03,Shake,Mango Graham Shake (M),4,340,Cash,Physical
2024-11-03,Sandwich,Burger,1,20,Cash,Physical
2024-11-03,Sandwich,Ham Sandwich With Egg + Coleslaw,1,45,Cash,Physical
2024-11-03,Sandwich,Cheeseburger,1,27,Cash,Physical
2024-11-03,Sandwich,Burger With Ham + Coleslaw,1,40,Cash,Physical
2024-11-03,Shake,Smoothie (S),2,120,Cash,Physical
2024-11-03,Sandwich,Egg Sandwich,1,25,Cash,Physical
2024-11-03,Shake,Mango Graham Shake (L),1,105,Gcash,Physical
2024-11-03,Sandwich,Ham Sandwich With Egg And Cheese + Coleslaw,1,50,Cash,Delivered
2024-11-03,Shake,Avocado Shake (L),2,180,Cash,Physical
2024-11-03,Sandwich,Cheeseburger With Ham,1,40,Cash,Physical
2024-11-03,Shake,Avocado Shake (S),1,50,Gcash,Physical
2024-11-03,Sandwich,Egg Sandwich With Cheese,1,32,Cash,Physical
2024-11-03,Shake,Special Mango Shake With Boba (S),1,70,Gcash,Physical
2024-11-03,Sandwich,Egg Sandwich With Cheese,4,128,Gcash,Physical
2024-11-03,Sandwich,Ham Sandwich With Egg And Cheese + Coleslaw,1,50,Cash,Physical
2024-11-03,Shake,Special Mango Shake With Boba (M),1,90,Cash,Physical
2024-11-03,Shake,Mango Shake (M),1,70,Gcash,Physical
2024-11-03,Shake,Smoothie (L),1,100,Cash,Physical
2024-11-03,Shake,Mango Graham Shake (S),1,65,Cash,Physical
2024-11-03,Shake,Smoothie (S),2,120,Cash,Physical
2024-11-03,Shake,Avocado Shake (L),1,90,Cash,Physical
2024-11-03,Shake,Smoothie (M),1,80,Cash,Physical
2024-11-03,Shake,Mango Shake (M),5,350,Cash,Physical
2024-11-03,Sandwich,Cheeseburger With Ham,1,40,Cash,Physical
2024-11-03,Shake,Avocado Shake (S),1,50,Cash,Physical
2024-11-03,Shake,Smoothie (S),4,240,Cash,Physical
2024-11-03,Shake,Avocado Shake (M),1,70,Cash,Physical
2024-11-03,Shake,Mango Graham Shake (S),1,65,Cash,Physical
2024-11-03,Shake,Special Mango Shake With Boba (L),1,110,Cash,Physical
2024-11-03,Shake,Mango Graham Shake (S),1,65,Cash,Physical
2024-11-03,Shake,Avocado Shake (S),2,100,Cash,Physical
2024-11-03,Shake,Avocado Shake (L),4,360,Cash,Physical
2024-11-03,Sandwich,Burger With Ham + Coleslaw,1,40,Cash,Physical
2024-11-03,Sandwich,Egg Sandwich + Coleslaw,1,30,Gcash,Delivered
2024-11-03,Shake,Mango Shake (M),1,70,Gcash,Physical
2024-11-03,Shake,Smoothie (L),1,100,Cash,Physical
2024-11-03,Sandwich,Ham Sandwich + Coleslaw,1,32,Cash,Physical
2024-11-03,Sandwich,Egg Sandwich,2,50,Cash,Physical
2024-11-03,Sandwich,Ham Sandwich,4,108,Cash,Physical
2024-11-03,Sandwich,Egg Sandwich With Cheese,5,160,Cash,Physical
2024-11-03,Sandwich,Cheeseburger,1,27,Cash,Physical
2024-11-03,Shake,Smoothie (M),1,80,Cash,Physical
2024-11-03,Shake,Avocado Shake (S),1,50,Cash,Physical
2024-11-03,Shake,Mango Shake (M),1,70,Cash,Physical
2024-11-03,Shake,Avocado Shake (S),1,50,Cash,Physical
2024-11-03,Shake,Mango Shake (S),1,50,Cash,Physical
2024-11-03,Shake,Mango Shake (S),1,50,Cash,Physical
2024-11-03,Sandwich,Cheeseburger + Coleslaw,1,32,Cash,Physical
2024-11-04,Shake,Special Mango Shake With Boba (L),3,330,Cash,Physical
2024-11-04,Others,Cheese Stick,1,2,Gcash,Physical
2024-11-04,Shake,Mango Shake (L),2,180,Cash,Physical
2024-11-04,Shake,Avocado Shake (S),1,50,Cash,Physical
2024-11-04,Shake,Special Mango Shake With Boba (M),2,180,Gcash,Physical
2024-11-04,Shake,Mango Shake (S),1,50,Cash,Physical
2024-11-04,Others,Strawberry And Cream Cheese (M),1,85,Cash,Physical
2024-11-04,Shake,Special Mango Shake With Boba (L),1,110,Cash,Physical
2024-11-04,Shake,Avocado Shake (M),1,70,Cash,Physical
2024-11-04,Shake,Mango Graham Shake (M),1,85,Gcash,Physical
2024-11-04,Others,Siomai,1,10,Cash,Physical
2024-11-04,Others,Strawberry And Cream Cheese (L),1,105,Cash,Physical
2024-11-04,Sandwich,Burger + Coleslaw,1,25,Cash,Physical
2024-11-04,Shake,Mango Shake (L),1,90,Gcash,Physical
2024-11-04,Shake,Special Mango Shake With Boba (S),2,140,Cash,Physical
2024-11-04,Sandwich,Egg Sandwich With Cheese + Coleslaw,1,37,Cash,Physical
2024-11-04,Shake,Mango Graham Shake (S),1,65,Gcash,Physical
2024-11-04,Others,Strawberry And Cream Cheese (L),1,105,Cash,Physical
2024-11-04,Sandwich,Egg Sandwich + Coleslaw,2,60,Cash,Physical
2024-11-04,Sandwich,Cheeseburger + Coleslaw,1,32,Cash,Physical
2024-11-04,Sandwich,Cheeseburger With Ham,1,40,Gcash,Physical
2024-11-04,Shake,Mango Shake (L),3,270,Cash,Physical
2024-11-04,Shake,Mango Graham Shake (L),4,420,Cash,Physical
2024-11-04,Shake,Smoothie (L),1,100,Cash,Physical
2024-11-04,Shake,Mango Shake (L),1,90,Cash,Physical
2024-11-04,Sandwich,Ham Sandwich With Cheese,1,32,Cash,Physical
2024-11-04,Sandwich,Ham Sandwich,1,27,Cash,Delivered
2024-11-04,Others,Strawberry And Cream Cheese (M),1,85,Cash,Physical
2024-11-04,Sandwich,Burger With Ham,1,35,Gcash,Physical
2024-11-04,Shake,Special Mango Shake With Boba (M),1,90,Gcash,Physical
2024-11-04,Others,Strawberry And Cream Cheese (L),1,105,Cash,Physical
2024-11-04,Shake,Mango Graham Shake (M),1,85,Gcash,Physical
2024-11-04,Shake,Mango Graham Shake (S),1,65,Cash,Physical
2024-11-04,Shake,Smoothie (M),1,80,Cash,Physical
2024-11-04,Shake,Mango Graham Shake (M),1,85,Cash,Physical
2024-11-04,Sandwich,Ham Sandwich + Coleslaw,1,32,Cash,Physical
2024-11-04,Shake,Avocado Shake (M),2,140,Cash,Physical
2024-11-04,Sandwich,Ham Sandwich With Egg And Cheese,1,45,Cash,Physical
2024-11-04,Others,Strawberry And Cream Cheese (L),1,105,Cash,Physical
2024-11-04,Shake,Mango Graham Shake (M),5,425,Cash,Physical
2024-11-04,Sandwich,Burger With Ham,1,35,Gcash,Physical
2024-11-04,Shake,Special Mango Shake With Boba (M),1,90,Cash,Physical
2024-11-04,Sandwich,Cheeseburger With Ham,1,40,Gcash,Physical
2024-11-04,Shake,Mango Shake (L),1,90,Cash,Physical
2024-11-04,Sandwich,Burger + Coleslaw,5,125,Cash,Physical
2024-11-04,Others,All In,1,53,Cash,Physical
2024-11-04,Shake,Special Mango Shake With Boba (M),1,90,Cash,Physical
2024-11-04,Shake,Mango Graham Shake (S),1,65,Gcash,Physical
2024-11-04,Sandwich,Ham Sandwich With Egg,1,40,Cash,Delivered
2024-11-04,Shake,Avocado Shake (S),1,50,Cash,Physical
2024-11-04,Shake,Avocado Shake (S),2,100,Cash,Physical
2024-11-05,Sandwich,Cheeseburger With Egg,1,42,Cash,Physical
2024-11-05,Sandwich,Ham Sandwich With Egg And Cheese,1,45,Cash,Physical
2024-11-05,Shake,Special Mango Shake With Boba (M),2,180,Cash,Physical
2024-11-05,Sandwich,Cheeseburger With Ham,3,120,Cash,Physical
2024-11-05,Sandwich,Cheeseburger With Ham,1,40,Gcash,Physical
2024-11-05,Shake,Avocado Shake (M),2,140,Cash,Physical
2024-11-05,Sandwich,Burger + Coleslaw,1,25,Cash,Physical
2024-11-05,Shake,Special Mango Shake With Boba (L),1,110,Cash,Physical
2024-11-05,Others,All In,2,106,Cash,Physical
2024-11-05,Shake,Mango Shake (L),1,90,Cash,Physical
2024-11-05,Shake,Special Mango Shake With Boba (M),4,360,Cash,Physical
2024-11-05,Sandwich,Egg Sandwich,3,75,Cash,Physical
2024-11-05,Shake,Mango Graham Shake (S),1,65,Gcash,Physical
2024-11-05,Sandwich,Cheeseburger With Egg,1,42,Gcash,Physical
2024-11-05,Shake,Smoothie (M),1,80,Cash,Physical
2024-11-05,Shake,Avocado Shake (L),1,90,Cash,Physical
2024-11-05,Shake,Smoothie (S),1,60,Cash,Physical
2024-11-05,Shake,Mango Shake (L),1,90,Gcash,Physical
2024-11-05,Sandwich,Cheeseburger With Egg,1,42,Cash,Physical
2024-11-05,Sandwich,Egg Sandwich With Cheese,1,32,Cash,Delivered
2024-11-05,Shake,Special Mango Shake With Boba (M),1,90,Cash,Physical
2024-11-05,Sandwich,Ham Sandwich With Egg + Coleslaw,1,45,Cash,Physical
2024-11-05,Sandwich,Cheeseburger,1,27,Gcash,Physical
2024-11-05,Shake,Mango Graham Shake (L),1,105,Cash,Physical
2024-11-05,Others,Cheese Stick,3,6,Cash,Physical
2024-11-05,Sandwich,Ham Sandwich With Egg,1,40,Gcash,Physical
2024-11-05,Sandwich,Ham Sandwich With Egg And Cheese + Coleslaw,3,150,Cash,Physical
2024-11-05,Sandwich,Ham Sandwich With Egg,1,40,Cash,Physical
2024-11-05,Others,Strawberry And Cream Cheese (L),1,105,Cash,Physical
2024-11-05,Shake,Smoothie (L),5,500,Gcash,Physical
2024-11-05,Sandwich,Egg Sandwich,1,25,Cash,Physical
2024-11-05,Others,Strawberry And Cream Cheese (M),5,425,Cash,Physical
2024-11-05,Sandwich,Ham Sandwich,1,27,Cash,Physical
2024-11-05,Shake,Mango Shake (M),4,280,Cash,Physical
2024-11-05,Others,Cheese Stick,4,8,Cash,Physical
2024-11-05,Sandwich,Egg Sandwich + Coleslaw,1,30,Cash,Physical
2024-11-05,Shake,Avocado Shake (M),1,70,Cash,Physical
2024-11-05,Sandwich,Ham Sandwich With Egg,4,160,Gcash,Physical
2024-11-05,Sandwich,Ham Sandwich With Cheese,1,32,Cash,Physical
2024-11-05,Shake,Smoothie (S),1,60,Gcash,Physical
2024-11-05,Shake,Smoothie (L),1,100,Gcash,Physical
2024-11-05,Sandwich,Cheeseburger With Ham,1,40,Gcash,Physical
2024-11-05,Shake,Special Mango Shake With Boba (M),1,90,Cash,Physical
2024-11-05,Sandwich,Cheeseburger,1,27,Gcash,Physical
2024-11-05,Shake,Avocado Shake (M),1,70,Cash,Physical
2024-11-06,Shake,Special Mango Shake With Boba (L),2,220,Cash,Physical
2024-11-06,Shake,Smoothie (M),1,80,Cash,Physical
2024-11-06,Shake,Mango Shake (L),1,90,Cash,Physical
2024-11-06,Others,All In,1,53,Cash,Physical
2024-11-06,Shake,Avocado Shake (S),1,50,Cash,Physical
2024-11-06,Shake,Mango Graham Shake (L),1,105,Cash,Physical
2024-11-06,Sandwich,Ham Sandwich With Egg,1,40,Cash,Physical
2024-11-06,Sandwich,Ham Sandwich With Egg And Cheese,3,135,Gcash,Physical
2024-11-06,Shake,Mango Shake (L),4,360,Cash,Physical
2024-11-06,Shake,Avocado Shake (L),1,90,Cash,Physical
2024-11-06,Shake,Mango Graham Shake (S),1,65,Cash,Physical
2024-11-06,Shake,Avocado Shake (L),1,90,Gcash,Physical
2024-11-06,Others,Strawberry And Cream Cheese (S),1,65,Gcash,Physical
2024-11-06,Sandwich,Cheeseburger With Ham,1,40,Cash,Physical
2024-11-06,Sandwich,Cheeseburger With Ham,1,40,Cash,Physical
2024-11-06,Others,Popcorn,1,10,Cash,Delivered
2024-11-06,Shake,Mango Graham Shake (M),1,85,Cash,Physical
2024-11-06,Shake,Avocado Shake (S),4,200,Gcash,Physical
2024-11-06,Sandwich,Cheeseburger,2,54,Cash,Physical
2024-11-06,Shake,Special Mango Shake With Boba (S),1,70,Gcash,Physical
2024-11-06,Shake,Mango Shake (S),1,50,Cash,Physical
2024-11-06,Others,French Fries,1,25,Cash,Delivered
2024-11-06,Shake,Avocado Shake (M),5,350,Cash,Physical
2024-11-06,Shake,Mango Graham Shake (S),1,65,Cash,Physical
2024-11-06,Shake,Smoothie (L),1,100,Cash,Physical
2024-11-06,Sandwich,Egg Sandwich,1,25,Cash,Physical
2024-11-06,Sandwich,Cheeseburger With Ham,5,200,Cash,Physical
2024-11-06,Shake,Mango Shake (M),1,70,Cash,Physical
2024-11-06,Shake,Special Mango Shake With Boba (M),2,180,Cash,Physical
2024-11-06,Shake,Mango Graham Shake (S),1,65,Cash,Physical
2024-11-06,Sandwich,Burger With Ham + Coleslaw,1,40,Cash,Physical
2024-11-06,Sandwich,Cheeseburger,2,54,Cash,Physical
2024-11-06,Sandwich,Ham Sandwich + Coleslaw,1,32,Cash,Physical
2024-11-06,Shake,Mango Graham Shake (S),1,65,Gcash,Physical
2024-11-06,Shake,Mango Shake (L),1,90,Cash,Physical
2024-11-06,Sandwich,Cheeseburger,2,54,Cash,Physical
2024-11-06,Shake,Mango Graham Shake (S),1,65,Cash,Physical
2024-11-06,Shake,Mango Shake (S),2,100,Cash,Physical
2024-11-06,Shake,Mango Shake (M),1,70,Cash,Physical
2024-11-06,Shake,Mango Shake (S),1,50,Cash,Physical
2024-11-06,Sandwich,Ham Sandwich With Cheese + Coleslaw,5,185,Gcash,Physical
2024-11-06,Sandwich,Burger,1,20,Cash,Physical
2024-11-06,Shake,Mango Graham Shake (M),3,255,Gcash,Physical
2024-11-07,Shake,Avocado Shake (L),4,360,Cash,Physical
2024-11-07,Others,Siomai,1,10,Cash,Physical
2024-11-07,Shake,Avocado Shake (S),1,50,Cash,Physical
2024-11-07,Shake,Avocado Shake (S),1,50,Cash,Physical
2024-11-07,Shake,Avocado Shake (S),2,100,Cash,Physical
2024-11-07,Shake,Special Mango Shake With Boba (S),5,350,Cash,Physical
2024-11-07,Shake,Smoothie (S),1,60,Cash,Physical
2024-11-07,Sandwich,Burger,1,20,Gcash,Physical
2024-11-07,Sandwich,Ham Sandwich + Coleslaw,1,32,Cash,Physical
2024-11-07,Sandwich,Cheeseburger With Egg,1,42,Cash,Physical
2024-11-07,Others,All In,3,159,Cash,Physical
2024-11-07,Sandwich,Cheeseburger With Ham,3,120,Cash,Physical
2024-11-07,Sandwich,Ham Sandwich With Egg And Cheese + Coleslaw,1,50,Cash,Physical
2024-11-07,Shake,Special Mango Shake With Boba (L),1,110,Cash,Physical
2024-11-07,Shake,Smoothie (S),4,240,Cash,Physical
2024-11-07,Shake,Mango Shake (L),5,450,Cash,Physical
2024-11-07,Sandwich,Burger With Ham,1,35,Cash,Physical
2024-11-07,Sandwich,Egg Sandwich With Cheese,5,160,Cash,Physical
2024-11-07,Shake,Mango Graham Shake (M),3,255,Cash,Physical
2024-11-07,Sandwich,Ham Sandwich With Egg,1,40,Cash,Physical
2024-11-07,Others,All In,1,53,Cash,Physical
2024-11-07,Shake,Mango Graham Shake (L),1,105,Cash,Physical
2024-11-07,Others,Cheese Stick,1,2,Cash,Physical
2024-11-07,Others,Cheese Stick,5,10,Cash,Physical
2024-11-07,Shake,Special Mango Shake With Boba (S),1,70,Cash,Physical
2024-11-07,Shake,Mango Graham Shake (L),4,420,Cash,Physical
2024-11-07,Shake,Special Mango Shake With Boba (M),5,450,Cash,Physical
2024-11-07,Shake,Smoothie (M),1,80,Cash,Physical
2024-11-07,Shake,Mango Graham Shake (S),1,65,Cash,Physical
2024-11-07,Sandwich,Ham Sandwich With Egg And Cheese + Coleslaw,1,50,Gcash,Physical
2024-11-07,Sandwich,Cheeseburger,1,27,Cash,Physical
2024-11-07,Shake,Mango Shake (L),1,90,Cash,Physical
2024-11-07,Sandwich,Ham Sandwich With Cheese,2,64,Cash,Physical
2024-11-07,Shake,Smoothie (L),1,100,Cash,Physical
2024-11-07,Sandwich,Egg Sandwich With Cheese,1,32,Cash,Physical
2024-11-07,Sandwich,Cheeseburger With Egg,1,42,Cash,Physical
2024-11-07,Shake,Smoothie (M),3,240,Cash,Physical
2024-11-07,Sandwich,Ham Sandwich With Egg + Coleslaw,1,45,Gcash,Physical
2024-11-07,Shake,Smoothie (M),1,80,Cash,Physical
2024-11-08,Sandwich,Ham Sandwich With Egg,3,120,Cash,Physical
2024-11-08,Sandwich,Ham Sandwich With Egg + Coleslaw,1,45,Cash,Physical
2024-11-08,Others,Cheese Stick,1,2,Cash,Physical
2024-11-08,Shake,Mango Shake (S),4,200,Cash,Physical
2024-11-08,Sandwich,Ham Sandwich With Cheese + Coleslaw,1,37,Cash,Physical
2024-11-08,Shake,Mango Graham Shake (S),1,65,Cash,Physical
2024-11-08,Sandwich,Burger With Ham,1,35,Gcash,Physical
2024-11-08,Sandwich,Burger,5,100,Cash,Physical
2024-11-08,Sandwich,Burger,1,20,Cash,Physical
2024-11-08,Shake,Mango Shake (S),1,50,Cash,Physical
2024-11-08,Shake,Avocado Shake (S),5,250,Cash,Delivered
2024-11-08,Sandwich,Ham Sandwich With Cheese,3,96,Gcash,Physical
2024-11-08,Shake,Smoothie (L),1,100,Gcash,Physical
2024-11-08,Shake,Avocado Shake (S),1,50,Cash,Physical
2024-11-08,Shake,Mango Graham Shake (L),2,210,Cash,Physical
2024-11-08,Sandwich,Cheeseburger,1,27,Cash,Physical
2024-11-08,Sandwich,Cheeseburger With Egg,1,42,Cash,Physical
2024-11-08,Sandwich,Ham Sandwich With Cheese + Coleslaw,4,148,Cash,Physical
2024-11-08,Shake,Smoothie (M),1,80,Cash,Physical
2024-11-08,Shake,Avocado Shake (L),1,90,Cash,Physical
2024-11-08,Sandwich,Ham Sandwich With Egg And Cheese,1,45,Cash,Physical
2024-11-08,Sandwich,Egg Sandwich + Coleslaw,1,30,Gcash,Physical
2024-11-08,Sandwich,Ham Sandwich With Egg,1,40,Gcash,Physical
2024-11-08,Shake,Avocado Shake (M),1,70,Cash,Physical
2024-11-08,Sandwich,Ham Sandwich With Cheese,1,32,Cash,Physical
2024-11-08,Shake,Smoothie (S),1,60,Cash,Physical
2024-11-08,Sandwich,Ham Sandwich With Cheese,3,96,Gcash,Physical
2024-11-08,Shake,Special Mango Shake With Boba (L),1,110,Cash,Physical
2024-11-08,Sandwich,Ham Sandwich With Egg,1,40,Cash,Physical
2024-11-08,Shake,Mango Graham Shake (L),1,105,Cash,Physical
2024-11-08,Shake,Smoothie (S),1,60,Cash,Physical
2024-11-08,Shake,Mango Shake (M),1,70,Cash,Physical
2024-11-08,Sandwich,Burger With Ham,1,35,Cash,Physical
2024-11-08,Shake,Mango Shake (M),2,140,Cash,Physical
2024-11-08,Sandwich,Burger With Ham,2,70,Cash,Physical
2024-11-08,Shake,Mango Graham Shake (S),1,65,Cash,Physical
2024-11-08,Shake,Avocado Shake (L),1,90,Gcash,Physical
2024-11-08,Shake,Avocado Shake (M),1,70,Cash,Physical
2024-11-08,Sandwich,Egg Sandwich,1,25,Cash,Physical
2024-11-08,Sandwich,Cheeseburger With Ham,4,160,Gcash,Physical
2024-11-08,Shake,Mango Shake (S),1,50,Cash,Physical
2024-11-08,Sandwich,Ham Sandwich With Egg And Cheese,1,45,Cash,Physical
2024-11-08,Others,Cheese Stick,1,2,Cash,Physical
2024-11-08,Sandwich,Ham Sandwich + Coleslaw,1,32,Cash,Physical
2024-11-08,Others,Strawberry And Cream Cheese (M),1,85,Cash,Physical
2024-11-08,Shake,Smoothie (S),1,60,Cash,Physical
2024-11-08,Shake,Special Mango Shake With Boba (M),1,90,Cash,Physical
2024-11-08,Shake,Smoothie (S),1,60,Cash,Physical
2024-11-08,Shake,Special Mango Shake With Boba (L),5,550,Cash,Physical
2024-11-08,Shake,Mango Graham Shake (S),2,130,Cash,Physical
2024-11-08,Shake,Mango Shake (S),1,50,Cash,Physical
2024-11-09,Shake,Mango Shake (L),1,90,Cash,Physical
2024-11-09,Shake,Mango Graham Shake (S),4,260,Gcash,Physical
2024-11-09,Shake,Mango Shake (L),3,270,Cash,Physical
2024-11-09,Others,Strawberry And Cream Cheese (S),1,65,Cash,Physical
